providerNumber,wageIndex
059310,01.2500
059312,01.2500
059313,01.2827
059314,01.2500
059315,01.2500
059316,01.2500
059317,01.2827
059318,01.2827
059319,01.2500
059320,01.7251
059321,01.4349
059322,01.4015
059324,01.2827
059325,01.2827
059326,01.7827
059327,01.2827
059328,01.2500
059329,01.2827
059330,01.2827
059331,01.4349
059332,01.2500
059333,01.2500
059334,01.2500
059335,01.2827
059336,01.2827
059337,01.2500
059338,01.2827
059339,01.2827
059340,01.7251
059341,01.4349
059342,01.2827
059343,01.2827
059344,01.2500
059345,01.2827
059346,01.2827
059347,01.7827
059348,01.6900
059349,01.7251
059350,01.2827
059351,01.2827
059352,01.2827
059353,01.2827
059354,01.6900
059355,01.6900
059356,01.2500
059357,01.7827
059358,01.2827
059359,01.2827
059360,01.7827
059361,01.2827
059362,01.4015
059363,01.2827
059364,01.7251
059365,01.4349
059366,01.2827
059367,01.2827
059368,01.2827
059369,01.7251
059370,01.2827
059371,01.2827
059373,01.2500
059374,01.2500
059375,01.7251
059378,01.2827
059379,01.2827
059383,01.2827
059386,01.2500
059387,01.2500
059388,01.2500
059389,01.2500
059390,01.2500
059395,01.2827
059397,01.2500
059398,01.2500
059399,01.2827
059402,01.2827
059404,01.2827
059405,01.2827
059406,01.2827
059407,01.2827
059409,01.2827
059410,01.2827
059411,01.2827
059412,01.2827
059413,01.6900
059414,01.2500
059418,01.2500
059421,01.2500
06S001,01.0071
06S009,01.0050
06S010,00.9937
06S011,01.0050
06S020,00.9937
06S027,01.0206
06S044,00.9937
06S064,01.0050
06S100,01.0050
06T001,00.9885
06T006,00.9937
06T010,00.9937
06T011,01.0050
06T015,01.0050
06T020,00.9937
06T022,00.9937
06T023,00.9937
06T024,01.0050
06T027,01.0206
06T030,00.9937
06T031,00.9937
06T034,01.0050
06T064,01.0050
06T065,01.0050
06T075,00.9937
06T113,01.0050
06T119,00.9937
06T129,01.0050
06U008,00.9937
06U049,00.9937
060001,01.0050
060003,01.0206
060004,01.0050
060006,00.9937
060008,00.9937
060009,01.0050
060010,00.9937
060011,01.0050
060012,00.9937
060013,00.9937
060014,01.0050
060015,01.0050
060020,00.9937
060022,00.9937
060023,00.9937
060024,01.0050
060027,01.0206
060028,01.0050
060030,00.9937
060031,01.0050
060032,01.0050
060034,01.0050
060044,00.9937
060049,00.9937
060054,00.9937
060064,01.0050
060065,01.0050
060071,00.9937
060075,00.9937
060076,00.9937
060096,01.0050
060100,01.0050
060103,01.0050
060104,01.0050
060107,01.0050
060112,01.0050
060113,01.0050
060114,01.0050
060116,01.0206
060117,00.9937
060118,01.0050
060119,00.9937
060124,01.0050
060125,01.0050
060126,00.9937
060127,01.0050
060128,01.0174
060129,01.0050
060130,00.9937
061500,00.9937
061501,01.0174
061503,00.9937
061504,01.0050
061505,00.9937
061506,01.0050
061507,00.9937
061508,01.0050
061509,01.0050
061510,00.9937
061511,00.9937
061512,00.9937
061515,00.9937
061516,00.9937
061517,01.0050
061520,01.0050
061522,00.9937
061523,00.9937
061525,00.9937
061526,01.0050
061527,00.9937
061530,00.9937
061531,00.9937
061532,00.9937
061537,00.9937
061538,00.9937
061540,01.0050
061543,00.9937
061545,01.0050
061547,01.0174
061548,00.9937
061549,00.9937
061551,01.0050
061552,00.9937
061553,00.9937
061554,00.9937
061556,01.0050
061557,01.0174
061558,01.0050
061559,01.0050
061560,00.9937
061561,00.9937
061562,00.9937
061563,00.9937
061564,00.9937
061566,01.0050
061567,00.9937
061568,01.0050
061569,01.0050
061570,01.0050
061571,01.0050
061572,01.0050
061573,01.0050
061575,01.0050
061576,01.0050
061577,00.9937
061578,01.0050
061579,00.9937
062009,01.0050
062011,01.0050
062012,01.0050
062013,01.0050
062014,01.0050
062015,01.0050
062017,00.9937
063027,01.0050
063030,00.9937
063033,00.9987
063034,01.0050
063035,01.0050
063301,01.0050
064001,00.9937
064003,01.0050
064007,01.0206
064009,00.9937
064023,00.9937
064024,01.0050
064026,00.9937
064027,00.9937
064028,01.0050
064618,01.0050
067467,01.0050
067468,00.9937
067469,01.0050
067470,00.9937
067471,01.0050
067474,01.0050
067475,01.0050
067476,00.9937
067477,00.9937
067478,00.9937
067481,01.0174
067484,00.9937
067485,01.0050
067486,01.0050
067487,00.9937
067488,01.0050
067489,01.0050
067490,00.9937
067491,01.0050
067492,01.0050
067493,01.0050
067494,00.9937
067495,01.0050
067496,01.0050
067497,01.0050
067498,01.0050
067499,00.9937
067500,00.9937
067501,00.9937
067502,00.9937
067503,01.0050
067504,01.0050
067505,01.0050
067507,01.0050
067508,00.9937
067511,00.9937
07B022,01.2599
07B033,01.2660
07S002,01.2575
07S004,01.2592
07S005,01.2588
07S008,01.2575
07S010,01.2684
07S011,01.2592
07S016,01.2588
07S020,01.2575
07S022,01.2588
07S024,01.2575
07S025,01.2575
07S027,01.2575
07S028,01.2684
07S029,01.2575
07S031,01.2588
07S033,01.2684
07S034,01.2684
07S035,01.2575
07S036,01.2575
07S039,01.2588
07S040,01.2575
07T006,01.2684
07T007,01.2575
07T022,01.2588
07T025,01.2575
07T028,01.2684
07T033,01.2684
070002,01.2575
070003,01.2575
070004,01.2592
070005,01.3348
070006,01.2684
070007,01.3348
070008,01.2575
070010,01.2684
070011,01.2592
070012,01.2575
070015,01.2660
070016,01.3348
070017,01.3348
070018,01.2684
070019,01.3348
070020,01.2575
070021,01.2575
070022,01.3348
070024,01.3348
070025,01.2575
070027,01.2575
070028,01.2684
070029,01.2575
070031,01.3348
070033,01.2684
070034,01.2684
070035,01.2575
070036,01.2575
070038,01.3348
070039,01.3348
070040,01.2575
071500,01.2575
071501,01.2660
071502,01.2575
071504,01.2575
071505,01.2660
071506,01.2575
071507,01.2575
071510,01.2575
071512,01.2660
071515,01.2575
071516,01.2575
071517,01.2575
071518,01.2660
071520,01.2575
071522,01.2575
071523,01.2575
071524,01.2575
071527,01.2575
071528,01.2660
071530,01.2575
071532,01.2575
071535,01.2575
071536,01.2575
071537,01.2575
071538,01.2575
071539,01.2575
071540,01.2575
071541,01.2660
071542,01.2575
072003,01.2588
072004,01.2575
073025,01.2575
073300,01.2575
074003,01.2575
074008,01.2575
074011,01.2588
074012,01.2684
074014,01.2684
074502,01.2575
074504,01.2660
074505,01.2660
074508,01.2660
074609,01.2575
077001,01.2660
077028,01.2660
077038,01.2575
077063,01.2575
077066,01.2660
077074,01.2660
077085,01.2575
077088,01.2660
077089,01.2575
077090,01.2575
077112,01.2575
077113,01.2660
077133,01.2575
077144,01.2637
077172,01.2660
077175,01.2660
077181,01.2660
077198,01.2575
077200,01.2660
077205,01.2660
077221,01.2660
077228,01.2575
077229,01.2575
077230,01.2575
077231,01.2575
077232,01.2660
077233,01.2660
077235,01.2575
077244,01.2575
077245,01.2575
08S001,01.1303
08T001,01.1303
08T003,01.0962
08T004,01.0815
08T009,00.9142
080001,01.1303
080003,01.1303
080004,01.1111
080006,00.9911
080007,01.0590
080009,00.9911
081500,01.1303
081502,01.0088
081504,01.1303
081506,01.1303
081508,01.1303
082000,01.1303
083026,01.1303
083027,01.0313
083300,01.1303
084001,01.1303
084002,01.1303
084003,01.1303
084004,01.0313
084005,00.9142
084500,01.1303
087033,01.0088
087040,01.1303
087041,01.1303
087042,01.0088
09S001,00.9998
09S004,00.9998
09S005,00.9998
09S011,00.9998
09T001,00.9998
09T008,00.9998
090001,00.9998
090003,00.9998
090004,00.9998
090005,00.9998
090006,00.9998
090008,00.9998
090011,00.9998
091500,00.9998
091501,00.9998
091506,00.9998
091507,00.9998
092002,00.9998
092003,00.9998
093025,00.9998
093300,00.9998
094001,00.9998
094004,00.9998
097068,00.9998
10B029,00.9565
10B167,00.9198
10S002,00.8924
10S006,00.8942
10S007,00.8942
10S009,00.9198
10S017,00.8128
10S018,00.8446
10S022,00.9198
10S034,00.9198
10S038,00.9565
10S039,00.9565
10S040,00.9044
10S045,00.8128
10S047,00.8568
10S061,00.9198
10S067,00.8896
10S070,00.8128
10S080,00.8924
10S084,00.8942
10S087,00.9550
10S088,00.9044
10S092,00.9151
10S093,00.8169
10S099,00.8233
10S105,00.8634
10S110,00.8942
10S113,00.9180
10S131,00.9198
10S135,00.8437
10S137,00.8128
10S150,00.8128
10S157,00.8233
10S166,00.9550
10S167,00.9565
10S179,00.9044
10S187,00.9198
10S191,00.8896
10S200,00.9565
10S204,00.9180
10S206,00.8896
10S209,00.9198
10S217,00.8573
10S223,00.8539
10S224,00.9565
10S226,00.9044
10S231,00.8169
10S234,00.8924
10S243,00.8896
10S246,00.8968
10S248,00.8896
10S249,00.8460
10S255,00.8896
10S258,00.8924
10S260,00.8968
10S284,00.9198
10S288,00.8924
10T002,00.8924
10T006,00.8942
10T007,00.8942
10T008,00.9198
10T012,00.9341
10T017,00.8128
10T018,00.8446
10T022,00.9198
10T032,00.8896
10T034,00.9198
10T038,00.9565
10T052,00.8233
10T061,00.9198
10T063,00.8896
10T068,00.8128
10T073,00.9565
10T086,00.9565
10T087,00.9550
10T110,00.8942
10T113,00.9180
10T114,00.9198
10T126,00.8896
10T128,00.8896
10T157,00.8233
10T161,00.8942
10T167,00.9565
10T173,00.8896
10T213,00.9550
10T223,00.8539
10T225,00.9565
10T226,00.9044
10T231,00.8169
10T236,00.8568
10T246,00.8968
10T248,00.8896
10T249,00.8271
10T258,00.8924
10T288,00.8924
10T290,00.8421
100001,00.9044
100002,00.9431
100006,00.8942
100007,00.8942
100008,00.9198
100009,00.9198
100012,00.9341
100014,00.8734
100017,00.8734
100018,00.9064
100019,00.9151
100022,00.9431
100023,00.8469
100025,00.8169
100026,00.8128
100028,00.9151
100029,00.9198
100030,00.8942
100032,00.8896
100034,00.9198
100035,00.9550
100038,00.9565
100039,00.9565
100040,00.9044
100043,00.8896
100044,00.8968
100045,00.8734
100046,00.8896
100047,00.8968
100048,00.8128
100049,00.8128
100050,00.9198
100051,00.8942
100052,00.8787
100053,00.9198
100054,00.8539
100055,00.8896
100057,00.8942
100062,00.8943
100063,00.8896
100067,00.8896
100068,00.8734
100069,00.8896
100070,00.9550
100071,00.8896
100072,00.8734
100073,00.9565
100075,00.8896
100076,00.9198
100077,00.8968
100079,00.9198
100080,00.9431
100081,00.8539
100084,00.8942
100086,00.9565
100087,00.9550
100088,00.9044
100090,00.8128
100092,00.9151
100093,00.8169
100099,00.8233
100102,00.8371
100105,00.8968
100106,00.8128
100107,00.9341
100109,00.8128
100110,00.8942
100113,00.9180
100117,00.9044
100118,00.8128
100121,00.8233
100122,00.8539
100124,00.8169
100125,00.9198
100126,00.8896
100127,00.8896
100128,00.8896
100130,00.9431
100131,00.9198
100132,00.8896
100134,00.8128
100135,00.8437
100137,00.8787
100140,00.9044
100142,00.8128
100150,00.9198
100151,00.9044
100154,00.9198
100156,00.8371
100157,00.8968
100161,00.8942
100166,00.9550
100167,00.9565
100168,00.9431
100173,00.8896
100175,00.8128
100176,00.9431
100177,00.9151
100179,00.9044
100180,00.8896
100181,00.9198
100183,00.9198
100187,00.9198
100189,00.9565
100191,00.8896
100200,00.9565
100204,00.9180
100206,00.8896
100209,00.9198
100211,00.8896
100212,00.8943
100213,00.9550
100217,00.8968
100220,00.9341
100223,00.8539
100224,00.9565
100226,00.9044
100228,00.9565
100230,00.9565
100231,00.8169
100232,00.8943
100234,00.9431
100236,00.8968
100238,00.8896
100239,00.8896
100240,00.9198
100242,00.8128
100243,00.8896
100244,00.9341
100246,00.8968
100248,00.8896
100249,00.8787
100252,00.8968
100253,00.9431
100254,00.8437
100255,00.8896
100256,00.8896
100258,00.9431
100259,00.8896
100260,00.8968
100264,00.8896
100265,00.8896
100266,00.8169
100267,00.9550
100268,00.9431
100269,00.9431
100271,00.8896
100275,00.9431
100276,00.9565
100277,00.9198
100281,00.9565
100284,00.9198
100285,00.9565
100286,00.9064
100287,00.9431
100288,00.9431
100289,00.9565
100290,00.8734
100291,00.9151
100292,00.8539
100296,00.9198
100298,00.8437
100299,00.9550
100302,00.8942
100307,00.9044
100313,00.8128
100314,00.9198
100315,00.9151
100316,00.9151
100319,00.8896
100320,00.8942
100321,00.9044
100322,00.8943
100324,00.9341
100325,00.8128
100326,00.9198
100327,00.8446
100329,00.8942
101400,00.9198
101401,00.9565
101402,00.8896
101403,00.9198
101406,00.9198
101407,00.8942
101408,00.9198
101409,00.9044
101416,00.9198
101418,00.8128
101419,00.9198
101421,00.9565
101422,00.9198
101424,00.9198
101425,00.8968
101431,00.9198
101433,00.9198
101434,00.9198
101436,00.8924
101437,00.9198
101438,00.8128
101439,00.9198
101440,00.9198
101441,00.9198
101442,00.9565
101443,00.9198
101447,00.8896
101448,00.9198
101449,00.8896
101450,00.8896
101451,00.8896
101452,00.9198
101454,00.9198
101455,00.9198
101456,00.9198
101462,00.9198
101464,00.9198
101466,00.9198
101467,00.9198
101468,00.9198
101469,00.9198
101470,00.9198
101472,00.9198
101473,00.9198
101474,00.9198
101475,00.9198
101476,00.9198
101477,00.9198
101478,00.9198
101479,00.8924
101480,00.9198
101483,00.9198
101484,00.9198
101485,00.8942
101486,00.8924
101488,00.9565
101489,00.9198
101492,00.9198
101493,00.9198
101496,00.9044
101498,00.8896
101499,00.9198
101549,00.9044
101551,00.8169
102001,00.9198
102003,00.8942
102009,00.8896
102010,00.9565
102012,00.9044
102013,00.8896
102015,00.9044
102018,00.9550
102019,00.8580
102020,00.8437
102021,00.8896
102022,00.9180
102023,00.8924
102024,00.8169
102025,00.8924
102026,00.8896
102027,00.9151
102028,00.8421
102029,00.9341
102030,00.8128
102031,00.9198
102032,00.8446
103026,00.9198
103027,00.9565
103028,00.9565
103031,00.9550
103034,00.9151
103036,00.9198
103037,00.8896
103038,00.9198
103039,00.9044
103042,00.8896
103043,00.8580
103044,00.8968
103045,00.8942
103046,00.9180
103300,00.8896
103301,00.9198
103304,00.8942
104000,00.8437
104007,00.9044
104008,00.8924
104016,00.9044
104017,00.8896
104026,00.9565
104049,00.9198
104057,00.8896
104063,00.8446
104069,00.9044
104070,00.8968
104071,00.8469
104072,00.8942
104073,00.8128
104074,00.9341
104075,00.8896
104078,00.9550
104079,00.9565
104080,00.8968
104081,00.8942
104521,00.8128
104600,00.8896
104604,00.9198
104605,00.8539
104610,00.9198
104650,00.8896
104651,00.9198
104654,00.9044
104655,00.8896
104662,00.8942
104666,00.9198
104676,00.9198
104691,00.9198
104699,00.9198
104700,00.9198
104702,00.9198
104704,00.8924
104709,00.9565
104714,00.8896
104723,00.8896
104726,00.8896
104732,00.9198
104748,00.8942
104750,00.8896
104751,00.9550
104752,00.8896
104754,00.8924
104755,00.9198
104761,00.9198
104768,00.9198
104772,00.8896
104788,00.9198
104803,00.8128
104828,00.8128
104901,00.9198
104902,00.9198
104904,00.9198
104907,00.8128
104909,00.9198
104915,00.9198
104920,00.8896
104927,00.9198
104942,00.9198
104945,00.9565
104957,00.9198
104959,00.9198
104960,00.9198
104966,00.9198
104978,00.8924
104988,00.8896
104989,00.9565
104991,00.9565
104993,00.9198
104996,00.9198
104998,00.9550
107534,00.8896
108211,00.9044
108224,00.8128
109022,00.9565
109023,00.9198
109029,00.9198
109030,00.9565
109031,00.9198
109032,00.8942
109033,00.8446
109034,00.9198
109041,00.9198
109043,00.9198
109044,00.9198
109049,00.8942
109050,00.9198
109052,00.9198
109053,00.9198
109054,00.9198
109056,00.9565
109057,00.9565
109058,00.8924
109060,00.8896
109061,00.8896
109064,00.9198
109065,00.9198
109068,00.9198
109070,00.9198
109071,00.8942
109072,00.9198
109076,00.9565
109077,00.9198
109078,00.9198
109079,00.9198
109080,00.8924
109082,00.9198
109088,00.8896
109091,00.9198
109096,00.9198
109098,00.9198
109100,00.9198
109102,00.8128
109105,00.9198
109106,00.9198
109107,00.9198
109112,00.9198
109113,00.9198
109120,00.9198
109122,00.9198
109124,00.9198
109127,00.9198
109130,00.9198
109136,00.9198
109137,00.9198
109138,00.9565
109139,00.8896
109140,00.9198
109141,00.8896
109142,00.9198
109143,00.8924
109144,00.9198
109145,00.9198
109148,00.9198
109151,00.8942
109153,00.8128
109154,00.8469
109156,00.9198
109167,00.9198
109169,00.9198
109172,00.9198
109173,00.9198
109177,00.8924
109180,00.9198
109181,00.9198
109193,00.8896
109196,00.9198
109197,00.9198
11S001,00.8262
11S002,00.7313
11S003,00.7313
11S007,00.8521
11S010,00.9350
11S015,00.9350
11S029,00.8738
11S036,00.7920
11S038,00.7313
11S040,00.7313
11S054,00.8781
11S071,00.7313
11S073,00.7313
11S079,00.9350
11S092,00.7313
11S101,00.7313
11S107,00.8929
11S109,00.7313
11S112,00.7313
11S115,00.9350
11S129,00.7932
11S142,00.7313
11S164,00.8929
11S165,00.9350
11S186,00.7932
11S187,00.7313
11S190,00.7313
11S192,00.9350
11S194,00.7313
11S209,00.7313
11S234,00.7313
11T003,00.7432
11T006,00.8571
11T007,00.8521
11T010,00.9350
11T024,00.7920
11T029,00.8738
11T033,00.9350
11T035,00.9350
11T038,00.7313
11T043,00.7920
11T054,00.8781
11T076,00.9350
11T087,00.9350
11T115,00.9350
11T122,00.7382
11T125,00.7313
11T143,00.9350
11T163,00.8521
11T164,00.8929
11T165,00.9350
11T168,00.8781
11T192,00.9350
11T198,00.9350
11T200,00.7932
11T203,00.9350
11U105,00.7313
11Z333,00.7313
110001,00.9208
110002,00.9208
110003,00.7994
110004,00.8519
110005,00.9350
110006,00.9208
110007,00.8521
110008,00.9350
110010,00.9350
110011,00.9350
110015,00.9350
110016,00.9208
110018,00.9350
110023,00.9208
110024,00.7920
110025,00.8311
110026,00.7313
110027,00.7490
110028,00.8690
110029,00.8744
110030,00.9350
110031,00.9350
110032,00.7313
110034,00.8690
110035,00.9350
110036,00.7920
110038,00.7764
110039,00.8690
110040,00.9208
110041,00.7648
110042,00.9350
110043,00.7920
110044,00.7525
110045,00.9350
110046,00.9350
110050,00.8262
110051,00.7313
110054,00.9208
110064,00.7932
110069,00.8612
110071,00.7313
110073,00.7313
110074,00.9208
110075,00.7920
110076,00.9350
110078,00.9350
110079,00.9350
110082,00.9350
110083,00.9350
110086,00.7313
110087,00.9350
110089,00.7313
110091,00.9350
110092,00.7313
110095,00.8362
110100,00.7892
110101,00.7313
110104,00.7313
110105,00.7764
110107,00.8929
110109,00.7313
110111,00.8690
110113,00.8690
110115,00.9350
110121,00.8362
110122,00.7764
110124,00.7313
110125,00.8612
110128,00.7920
110129,00.7932
110130,00.7313
110132,00.7313
110135,00.7601
110142,00.7539
110143,00.9350
110146,00.9044
110150,00.9208
110153,00.8612
110161,00.9350
110164,00.8929
110165,00.9350
110168,00.9208
110177,00.8690
110183,00.9350
110184,00.9350
110186,00.7932
110187,00.9208
110189,00.9208
110190,00.7313
110191,00.9350
110192,00.9350
110194,00.7313
110198,00.9350
110200,00.7932
110201,00.8929
110203,00.9350
110205,00.7550
110209,00.7313
110215,00.9350
110225,00.9350
110226,00.9350
110229,00.9350
110230,00.9350
110233,00.9350
110234,00.7313
110235,00.7920
110236,00.8519
111506,00.8519
111568,00.9350
111590,00.9350
111603,00.8929
111610,00.8690
111620,00.9350
111628,00.9350
111629,00.8571
111644,00.8311
111672,00.7313
111673,00.9350
111675,00.9350
111676,00.8571
111677,00.9350
111680,00.9350
111681,00.9350
111683,00.8929
111684,00.7601
111685,00.9350
111686,00.9350
111687,00.9350
111689,00.7313
111690,00.8521
111691,00.9350
111692,00.9350
111693,00.9350
111694,00.7313
111695,00.9350
111697,00.9350
111698,00.7920
111700,00.9350
111702,00.7920
111703,00.7313
111704,00.9350
111705,00.8929
111707,00.9350
111708,00.8571
111711,00.9350
111713,00.9350
111715,00.7932
111716,00.8571
111717,00.7313
111718,00.7313
111719,00.8738
111720,00.7313
111722,00.8690
111723,00.9350
111724,00.9350
111725,00.9350
111726,00.7313
111727,00.9350
111728,00.9350
111731,00.9350
111732,00.8690
111733,00.9350
111734,00.9350
111735,00.9350
111736,00.7313
111737,00.9350
112003,00.9350
112004,00.9350
112006,00.9350
112007,00.9350
112010,00.8781
112011,00.7920
112013,00.8690
112016,00.8929
112018,00.7920
113028,00.9350
113029,00.8929
113031,00.9350
113033,00.7920
113300,00.9350
113301,00.9350
114004,00.9350
114008,00.7920
114010,00.9350
114012,00.9350
114032,00.9350
114035,00.9350
114036,00.7382
114037,00.9350
114503,00.7932
114523,00.7313
114528,00.9350
114529,00.7313
114535,00.9350
114536,00.7313
114537,00.7313
114538,00.7313
114539,00.7313
114600,00.8690
114602,00.9350
114613,00.7382
114614,00.9350
114615,00.9350
114620,00.9350
114621,00.9350
114622,00.7601
114623,00.9350
114624,00.9350
114625,00.9350
114626,00.9350
114627,00.9350
114628,00.9350
117143,00.7313
12S004,01.2595
12S019,01.2595
120001,01.2595
120002,01.2595
120004,01.2595
120005,01.2595
120006,01.2595
120007,01.2595
120011,01.2595
120014,01.2595
120019,01.2595
120022,01.2595
120026,01.2595
120028,01.2595
121500,01.2595
121501,01.2595
121503,01.2595
121504,01.2595
121505,01.2595
121506,01.2595
121507,01.2595
121508,01.2595
121509,01.2595
123025,01.2595
123300,01.2595
13S002,00.7812
13S003,00.8257
13S018,00.8713
13S028,00.8791
13T002,00.7812
13T006,00.9657
13T007,00.9657
13T018,00.8713
13T028,00.8791
130002,00.8820
130003,01.0292
130006,00.9657
130007,00.9657
130013,01.0634
130014,00.9657
130018,00.8791
130025,00.8019
130028,00.8791
130049,00.9726
130063,00.9657
130065,00.8713
130066,00.9726
130067,00.7812
130071,00.9657
130072,00.9657
130073,00.7812
131501,00.7812
131503,00.9657
131504,00.9372
131506,00.7812
131507,00.9657
131510,00.7812
131516,00.9657
131520,00.9657
131524,00.7812
131528,00.8257
131534,00.7812
131538,00.8713
131539,00.7812
131540,00.9657
131541,00.8713
131542,00.7812
131543,00.8791
131544,00.7812
131545,00.7812
131546,00.9657
131547,00.8713
131548,00.7812
131549,00.9657
131550,00.8791
131552,00.8791
131553,00.9657
131554,00.9657
131555,00.9657
131556,00.9657
131557,00.7812
131558,00.9657
131559,00.9372
131560,00.9657
131561,00.9372
131562,00.9657
131563,00.9657
131564,00.9657
131565,00.8713
131566,00.8713
131567,00.8713
131568,00.8791
132001,00.9726
132002,00.9657
134002,00.9657
134017,00.9657
134609,00.8713
137016,00.7812
137057,00.7812
137114,00.9657
137115,00.8791
137116,00.8713
137117,00.8791
137118,00.9657
137119,00.8713
137120,00.8713
137121,00.9657
137122,00.7812
14B010,01.0427
14S002,00.9107
14S008,01.0413
14S010,01.0413
14S012,00.8486
14S013,00.9037
14S015,00.8486
14S018,01.0413
14S033,01.0427
14S034,00.8486
14S040,00.8584
14S054,01.0413
14S058,00.8669
14S062,01.0413
14S075,01.0413
14S082,01.0413
14S089,00.8486
14S095,01.0413
14S103,01.0413
14S110,00.8819
14S114,01.0413
14S118,01.0413
14S119,01.0413
14S122,01.0413
14S125,00.9107
14S135,00.8486
14S137,00.9107
14S148,00.9016
14S150,01.0413
14S152,01.0413
14S158,01.0413
14S166,00.8486
14S174,01.0604
14S177,01.0413
14S179,01.0413
14S180,01.0413
14S181,01.0413
14S182,01.0413
14S186,00.9002
14S189,00.8486
14S191,01.0413
14S206,01.0413
14S207,01.0413
14S208,01.0413
14S209,00.9037
14S210,00.8486
14S223,01.0413
14S228,00.9839
14S239,00.9839
14S240,01.0413
14S242,01.0413
14S252,01.0413
14S258,01.0413
14S281,01.0413
14S292,01.0413
14S304,01.0413
14T007,01.0413
14T008,01.0413
14T010,01.0413
14T011,00.8486
14T015,00.8486
14T029,01.0604
14T033,01.0427
14T046,00.8486
14T052,00.9107
14T054,01.0413
14T065,01.0413
14T067,00.9037
14T075,01.0413
14T082,01.0413
14T091,00.8708
14T113,00.8708
14T114,01.0413
14T116,01.0413
14T117,01.0413
14T119,01.0413
14T125,00.9107
14T127,00.9292
14T148,00.9016
14T158,01.0413
14T166,00.8486
14T172,01.0413
14T180,01.0413
14T182,01.0413
14T186,00.9002
14T187,00.9107
14T191,01.0413
14T207,01.0413
14T208,01.0413
14T209,00.9037
14T213,01.0413
14T217,01.0604
14T223,01.0413
14T224,01.0413
14T240,01.0413
14T252,01.0413
14T258,01.0413
14T280,00.9497
14T289,00.9107
14U019,00.8486
14U043,00.8486
14U089,00.8486
14U101,01.0413
14U143,00.8486
14U147,00.8486
14U234,00.8486
140001,00.8636
140002,00.9107
140007,01.0413
140008,01.0427
140010,01.0427
140011,00.8486
140012,01.0425
140013,00.9037
140015,00.9107
140018,01.0427
140019,00.8486
140026,00.8819
140029,01.0604
140030,01.0604
140032,00.9107
140033,01.0427
140034,00.9107
140040,00.9194
140043,00.9194
140046,00.9107
140048,01.0427
140049,01.0427
140052,00.9107
140053,00.9016
140054,01.0427
140058,00.9107
140059,00.8486
140062,01.0427
140063,01.0427
140064,00.9194
140065,01.0427
140067,00.9292
140068,01.0427
140077,00.9107
140080,01.0427
140082,01.0427
140083,01.0427
140084,01.0427
140088,01.0427
140089,00.8486
140091,00.8708
140093,00.9431
140095,01.0427
140100,01.0427
140101,01.0413
140103,01.0427
140110,01.0263
140113,00.8708
140114,01.0427
140115,01.0427
140116,01.0427
140117,01.0427
140118,01.0427
140119,01.0427
140120,00.9037
140122,01.0413
140124,01.0427
140125,00.9107
140127,00.9292
140130,01.0427
140133,01.0427
140135,00.9016
140137,00.9107
140143,00.8486
140145,00.9107
140147,00.8486
140148,00.9016
140150,01.0427
140155,01.0263
140158,01.0427
140160,00.9636
140161,01.0263
140162,00.9292
140164,00.8486
140166,00.8486
140167,00.8864
140172,01.0427
140174,01.0604
140176,01.0427
140177,01.0427
140179,01.0427
140180,01.0427
140181,01.0427
140182,01.0427
140184,00.8486
140185,00.9107
140186,01.0263
140187,00.9107
140189,00.8486
140191,01.0427
140197,01.0427
140200,01.0413
140202,01.0427
140206,01.0427
140208,01.0427
140209,00.9037
140210,00.8486
140211,01.0604
140213,01.0413
140217,01.0604
140223,01.0427
140224,01.0427
140228,00.9839
140231,01.0413
140233,00.9839
140234,00.8819
140239,00.9839
140240,01.0427
140242,01.0413
140250,01.0427
140251,01.0427
140252,01.0427
140258,01.0427
140275,00.9497
140276,01.0427
140280,00.9497
140281,01.0427
140286,01.0425
140288,01.0413
140289,00.9107
140290,01.0427
140291,01.0427
140292,01.0413
140294,00.8486
140300,01.0427
140304,01.0413
140307,00.9107
141506,01.0413
141568,01.0413
141583,00.9497
141586,01.0413
141617,00.9839
141619,01.0413
141630,01.0413
141631,00.8486
141632,01.0413
141634,00.9107
141635,01.0413
141636,00.9107
141637,00.9549
141638,00.8486
141639,01.0413
141640,00.8486
141641,00.9037
141643,01.0413
141644,01.0413
141645,01.0413
141647,01.0413
141648,01.0413
141649,01.0413
141650,01.0427
141651,01.0413
142006,01.0425
142008,01.0413
142009,01.0413
142010,01.0413
142011,01.0413
142013,00.9037
143025,01.0413
143026,01.0413
143027,01.0413
143028,00.9839
143300,01.0413
144005,01.0413
144009,01.0413
144010,01.0413
144016,00.9107
144021,00.9016
144026,01.0413
144028,01.0413
144029,00.8708
144031,01.0413
144035,01.0413
144037,01.0604
144038,00.8486
144040,01.0413
144041,01.0413
144527,01.0413
144600,01.0425
144605,01.0427
144614,00.9839
144643,01.0427
144646,01.0413
144649,00.9497
144650,01.2500
147292,01.0413
147622,00.8486
147772,01.0413
147865,01.0413
147866,01.0427
147990,01.0413
147991,01.0413
147992,01.0413
147993,01.0413
147994,01.0413
147997,01.0413
147998,01.0413
147999,01.0413
148000,01.0413
148001,01.0413
148002,01.0413
148003,01.0413
148004,00.9107
148005,01.0413
148006,01.0427
148007,01.0413
148008,01.0413
148009,01.0413
148010,01.0413
148011,01.0413
148012,01.0413
148015,01.0413
148016,01.0413
148018,01.0413
148019,01.0413
148020,01.0413
148021,01.0413
148022,01.0413
148023,01.0413
148025,01.0413
